st_abbrev,fips,population,income,hispanic,asian,black,white,foreign,college,density,vets,female,senior,children,st_cnty,state,winner,votes,fraction_votes,total_votes,voter_turnout
IN,18025,10655,39700,1.4,0.2,0.5,96.5,0.7,12.1,35.1,814,49.3,17.2,22.4,IN_Crawford,Indiana,Hillary Clinton,684,0.526,1300,0.15722737981780974
IN,18027,32729,47165,4.6,0.7,1.0,92.7,2.2,12.4,73.7,1942,50.2,14.5,29.2,IN_Daviess,Indiana,Bernie Sanders,701,0.565,1240,0.053512555512803046
IN,18029,49506,56946,1.2,0.5,0.7,96.4,1.1,17.6,164.1,3727,50.2,15.3,23.6,IN_Dearborn,Indiana,Hillary Clinton,1389,0.527,2634,0.06964093198920518
IN,18031,26524,48047,1.8,1.3,0.5,95.5,1.9,13.7,69.1,1959,50.6,15.4,24.8,IN_Decatur,Indiana,Bernie Sanders,733,0.537,1364,0.06838447395694626
IN,18033,42383,47247,2.7,0.6,0.5,95.1,1.1,16.3,116.4,3081,50.2,14.8,24.7,IN_DeKalb,Indiana,Bernie Sanders,1269,0.527,2408,0.0754518360192213
IN,18035,117074,37474,2.1,1.2,7.1,87.4,2.0,22.5,300.1,8635,51.9,16.0,18.9,IN_Delaware,Indiana,Bernie Sanders,7728,0.557,13865,0.146028815608672
IN,18037,42345,54780,6.7,0.5,0.5,91.8,3.6,18.9,98.0,3188,50.6,15.9,24.1,IN_Dubois,Indiana,Hillary Clinton,2305,0.501,4598,0.14306225090312324
IN,18039,201971,45693,15.1,1.2,6.2,75.9,8.5,18.2,426.5,11289,50.5,13.3,27.9,IN_Elkhart,Indiana,Bernie Sanders,6935,0.5920000000000001,11723,0.08050344850115151
IN,18041,23468,37391,0.9,0.3,1.6,96.0,0.7,8.9,112.9,2146,50.5,18.4,22.6,IN_Fayette,Indiana,Bernie Sanders,1097,0.527,2081,0.11456581263661464
IN,18043,76179,53961,2.9,1.1,5.5,88.7,2.8,22.6,504.1,6110,51.4,14.5,23.2,IN_Floyd,Indiana,Hillary Clinton,4584,0.527,8692,0.14856729982453606
IN,18047,22934,49516,1.1,0.6,0.4,97.1,0.8,18.1,60.1,1464,49.8,15.6,24.7,IN_Franklin,Indiana,Hillary Clinton,667,0.547,1219,0.07058768211940471
IN,18049,20500,40168,5.1,0.6,0.8,92.2,2.9,12.7,56.6,1634,50.0,17.6,23.9,IN_Fulton,Indiana,Bernie Sanders,683,0.535,1277,0.08185635075798853
IN,18051,33759,49329,1.6,0.4,2.1,94.1,1.0,16.1,68.7,2474,50.1,16.5,23.2,IN_Gibson,Indiana,Hillary Clinton,1484,0.505,2937,0.11327997719126752
IN,18053,68569,39747,4.0,0.8,7.3,85.6,1.5,16.8,169.2,5887,52.2,17.7,20.8,IN_Grant,Indiana,Bernie Sanders,2344,0.503,4662,0.08584584340392358
IN,18055,32726,43980,1.3,0.4,0.3,96.8,0.7,12.1,61.1,3065,50.1,18.0,22.6,IN_Greene,Indiana,Bernie Sanders,1464,0.574,2550,0.10067144299367026
IN,18057,302623,82468,3.8,5.6,4.1,84.9,7.2,55.1,696.4,15778,51.2,10.4,28.5,IN_Hamilton,Indiana,Bernie Sanders,14557,0.542,26854,0.1241083524981312
IN,18059,71978,62981,2.1,0.9,2.3,93.4,1.5,26.3,228.8,5381,50.9,15.1,24.1,IN_Hancock,Indiana,Bernie Sanders,2600,0.5920000000000001,4393,0.08041177565198794
IN,18061,39299,50510,1.8,0.4,0.6,96.0,1.1,14.9,81.2,3337,50.1,16.0,22.6,IN_Harrison,Indiana,Hillary Clinton,1887,0.537,3514,0.1155258830908309
IN,18063,156056,68297,3.5,2.5,6.0,86.4,4.2,32.2,357.4,10552,50.2,12.3,25.9,IN_Hendricks,Indiana,Bernie Sanders,6898,0.586,11771,0.10179224219798048
IN,18065,48995,40679,1.6,0.4,2.7,93.9,0.9,14.9,126.2,4313,48.3,18.0,20.9,IN_Henry,Indiana,Bernie Sanders,2139,0.545,3928,0.10135454622746536
IN,18067,82982,43590,3.1,1.1,7.3,86.0,2.0,20.0,282.4,7482,51.7,18.0,23.0,IN_Howard,Indiana,Bernie Sanders,3733,0.514,7259,0.1136062366208663
IN,18069,36706,46148,2.1,0.6,0.6,95.4,1.5,16.9,97.0,2703,50.8,15.9,22.4,IN_Huntington,Indiana,Bernie Sanders,1227,0.595,2063,0.07242699162641462
IN,18071,43705,46501,6.4,1.3,1.0,90.1,5.6,14.5,83.2,2815,50.2,15.3,24.2,IN_Jackson,Indiana,Hillary Clinton,1467,0.515,2847,0.085938374910462
IN,18073,33475,57500,5.9,0.4,0.9,91.7,2.3,14.9,59.8,2515,50.2,15.8,24.5,IN_Jasper,Indiana,Bernie Sanders,1323,0.5920000000000001,2233,0.0883529766703431
IN,18075,21179,40235,3.0,0.5,0.4,95.3,1.1,10.0,55.4,1392,50.7,16.5,26.1,IN_Jay,Indiana,Bernie Sanders,704,0.504,1396,0.08919397715752468
IN,18077,32494,43795,2.5,0.8,2.0,93.4,2.0,17.8,89.9,2668,51.8,16.3,21.3,IN_Jefferson,Indiana,Hillary Clinton,1648,0.529,3113,0.12173100630678452
IN,18079,28000,44128,2.3,0.3,0.9,95.3,1.2,9.6,75.7,2203,49.8,14.8,24.2,IN_Jennings,Indiana,Bernie Sanders,921,0.524,1758,0.08283075763286846
IN,18081,147538,61231,3.4,2.5,1.9,90.8,3.8,26.8,435.8,9895,50.7,13.8,25.4,IN_Johnson,Indiana,Bernie Sanders,5480,0.598,9166,0.08327931292804214
IN,18083,37938,42119,1.8,0.8,3.1,92.9,1.3,14.1,74.5,2712,49.3,16.7,21.2,IN_Knox,Indiana,Bernie Sanders,1774,0.505,3516,0.11761107422663694
IN,18085,78564,50859,8.0,1.2,1.1,88.6,4.1,20.3,145.6,4941,50.1,15.0,24.7,IN_Kosciusko,Indiana,Bernie Sanders,2120,0.607,3493,0.05904457792947823
IN,18087,38436,47617,3.9,0.4,0.5,94.5,1.9,10.3,97.8,1778,49.6,12.6,33.6,IN_LaGrange,Indiana,Bernie Sanders,578,0.526,1099,0.043061725515863014
IN,18089,490228,49035,18.1,1.5,25.3,54.7,6.7,19.8,994.1,32821,51.6,14.6,24.4,IN_Lake,Indiana,Hillary Clinton,43091,0.5670000000000001,75984,0.20502283938888946
IN,18091,111444,47538,6.1,0.6,11.4,80.1,3.0,17.3,186.3,8961,48.2,15.8,22.0,IN_LaPorte,Indiana,Bernie Sanders,7273,0.541,13451,0.15474024438167863
IN,18093,45704,42627,1.6,0.6,0.5,95.9,1.4,13.7,102.7,4192,50.5,18.2,22.3,IN_Lawrence,Indiana,Bernie Sanders,1648,0.608,2710,0.07631221529348607
IN,18095,130069,43120,3.7,0.6,8.5,85.6,2.0,16.7,291.3,10329,50.1,16.9,22.1,IN_Madison,Indiana,Bernie Sanders,7170,0.519,13805,0.13624643643522436
IN,18097,934243,42334,9.8,2.6,27.8,57.9,8.5,27.4,2279.6,57036,51.8,11.3,24.9,IN_Marion,Indiana,Hillary Clinton,59649,0.504,118448,0.16882157301282255
IN,18099,47107,45709,9.4,0.7,0.9,88.2,4.2,16.6,106.1,3264,50.5,16.1,25.5,IN_Marshall,Indiana,Bernie Sanders,1705,0.5870000000000001,2907,0.08283298496653985
IN,18103,35954,42023,2.8,0.4,4.8,89.5,1.2,10.6,98.7,3454,46.3,15.9,21.6,IN_Miami,Indiana,Bernie Sanders,987,0.578,1707,0.060557821615601796
IN,18105,143339,40052,3.3,6.4,3.5,84.5,7.9,43.4,349.7,7448,50.2,11.4,16.1,IN_Monroe,Indiana,Bernie Sanders,15166,0.653,23229,0.193154211939671
IN,18107,38146,46797,4.5,0.6,1.0,92.5,2.6,17.8,75.6,2793,49.6,16.6,23.3,IN_Montgomery,Indiana,Bernie Sanders,966,0.575,1681,0.057454406800851815
IN,18109,69693,55354,1.4,0.6,0.5,96.3,1.4,16.1,170.5,5557,50.4,15.1,23.6,IN_Morgan,Indiana,Bernie Sanders,2158,0.574,3758,0.07057879797883959
IN,18113,47618,47117,10.1,0.5,0.8,87.7,4.9,13.2,115.7,3335,50.1,14.6,25.7,IN_Noble,Indiana,Bernie Sanders,1274,0.529,2408,0.06806071671665606
IN,18117,19626,38826,1.3,0.4,1.1,95.7,0.4,12.6,49.8,1416,50.2,17.5,23.4,IN_Orange,Indiana,Bernie Sanders,661,0.523,1264,0.08407880099372629
IN,18119,20969,43950,1.3,0.5,0.5,96.4,1.1,11.0,56.0,2049,49.7,17.3,21.8,IN_Owen,Indiana,Bernie Sanders,1056,0.626,1687,0.10287991809612021
IN,18123,19454,47596,1.3,0.5,2.9,94.3,0.4,10.9,50.7,1406,46.2,16.6,20.9,IN_Perry,Indiana,Hillary Clinton,1358,0.5489999999999999,2472,0.16064346806892646
IN,18125,12624,40680,1.3,0.2,0.6,96.9,0.4,11.2,38.4,1066,49.6,19.0,21.9,IN_Pike,Indiana,Bernie Sanders,625,0.5429999999999999,1151,0.11674204693537418
IN,18127,167076,62794,9.5,1.5,3.8,84.1,3.7,25.4,393.0,11934,50.9,14.4,22.8,IN_Porter,Indiana,Bernie Sanders,13344,0.585,22810,0.17684546029562795
IN,18129,25540,58750,1.1,0.4,1.0,96.3,1.1,20.5,63.3,1914,50.3,16.2,22.8,IN_Posey,Indiana,Bernie Sanders,1378,0.552,2495,0.126541318910497
IN,18133,37618,50821,1.9,1.0,4.2,91.8,1.8,16.2,79.0,2769,47.0,15.2,19.6,IN_Putnam,Indiana,Bernie Sanders,1189,0.55,2163,0.07151625571435713
IN,18135,25384,40904,3.2,0.3,0.7,94.5,0.9,12.4,57.9,1971,50.8,18.6,23.6,IN_Randolph,Indiana,Bernie Sanders,887,0.557,1592,0.08208988471115086
IN,18137,28497,47537,1.7,0.7,0.4,96.2,1.4,15.9,64.6,2351,50.7,16.9,24.3,IN_Ripley,Indiana,Bernie Sanders,690,0.506,1364,0.06322944189031185
IN,18141,267618,44582,8.2,2.3,13.2,74.2,5.7,26.5,583.0,18001,51.5,14.3,24.0,IN_St. Joseph,Indiana,Bernie Sanders,17355,0.528,32869,0.1616060362551335
IN,18143,23712,42898,1.8,0.6,0.4,96.3,1.2,11.5,127.0,1620,50.8,15.8,23.0,IN_Scott,Indiana,Hillary Clinton,1588,0.552,2876,0.15751792067581544
IN,18145,44579,51440,3.9,0.8,1.2,93.0,2.4,14.8,108.1,3476,50.6,15.6,23.1,IN_Shelby,Indiana,Bernie Sanders,1497,0.552,2712,0.07911029851273513
IN,18147,20801,52991,2.8,0.4,0.8,95.2,2.0,15.5,52.8,1873,49.3,18.0,22.6,IN_Spencer,Indiana,Hillary Clinton,1060,0.507,2090,0.12981387423358573
IN,18149,23074,40126,3.4,0.3,0.4,94.5,1.8,12.3,75.6,1825,50.4,16.8,23.2,IN_Starke,Indiana,Bernie Sanders,1277,0.5479999999999999,2332,0.13159653000491173
IN,18151,34308,48080,3.2,0.6,0.9,94.3,2.0,19.4,110.7,2665,49.3,17.2,21.1,IN_Steuben,Indiana,Bernie Sanders,1120,0.5329999999999999,2101,0.07761642722682306
IN,18157,183074,44246,8.0,7.2,4.9,78.1,10.4,35.7,345.7,9517,48.9,10.3,20.8,IN_Tippecanoe,Indiana,Bernie Sanders,9580,0.615,15578,0.1074384779880918
IN,18159,15415,52686,2.6,0.5,0.5,95.6,1.8,16.4,61.2,1525,50.1,19.3,21.4,IN_Tipton,Indiana,Bernie Sanders,606,0.581,1043,0.08608316640792196
IN,18163,182006,43540,2.5,1.3,9.4,84.4,2.5,22.6,769.7,13397,51.6,15.2,22.0,IN_Vanderburgh,Indiana,Bernie Sanders,9132,0.5429999999999999,16811,0.1184167780323951
IN,18165,15693,42524,1.1,0.2,0.4,97.2,0.3,13.0,63.1,1544,50.6,18.6,22.2,IN_Vermillion,Indiana,Bernie Sanders,1309,0.5489999999999999,2383,0.19518141879445536
IN,18167,108175,40692,2.6,2.0,7.2,85.9,3.3,21.2,267.4,7960,49.3,14.5,20.7,IN_Vigo,Indiana,Bernie Sanders,7434,0.552,13476,0.15709447496889675
IN,18169,32252,45286,2.4,0.5,0.8,94.6,1.6,17.0,79.7,2489,51.4,19.4,21.6,IN_Wabash,Indiana,Bernie Sanders,1080,0.544,1986,0.07854282727601769
IN,18173,61149,62351,1.7,2.0,1.6,93.2,2.5,27.2,155.1,4677,50.6,16.1,24.6,IN_Warrick,Indiana,Bernie Sanders,3139,0.54,5816,0.12614315608528162
IN,18175,27878,41986,1.4,0.3,0.4,96.9,0.7,11.9,55.0,2041,50.1,15.4,23.6,IN_Washington,Indiana,Hillary Clinton,999,0.517,1931,0.09066241878882145
IN,18177,67671,38350,2.7,0.8,5.0,88.7,2.0,17.4,171.5,5746,51.5,17.9,22.5,IN_Wayne,Indiana,Bernie Sanders,2411,0.544,4436,0.08458380942710962
IN,18179,27862,48136,2.5,0.5,0.6,95.3,1.2,15.7,75.1,1840,50.7,17.0,24.1,IN_Wells,Indiana,Bernie Sanders,796,0.511,1559,0.07372114153050008
IN,18181,24453,51444,7.7,0.4,0.8,90.2,3.5,15.4,48.8,2075,50.3,18.8,23.4,IN_White,Indiana,Bernie Sanders,912,0.563,1621,0.08654103748235946
IN,18183,33403,51914,2.0,0.4,0.5,95.7,1.0,16.7,99.2,2628,50.1,16.0,23.4,IN_Whitley,Indiana,Bernie Sanders,1143,0.564,2026,0.07918176858928808
IA,19011,25680,56669,1.3,0.3,0.6,96.7,1.1,18.8,36.4,2160,50.3,16.9,23.8,IA_Benton,Iowa,Hillary Clinton,672,0.56,1200,0.061324110187161184
IA,19013,132897,45747,4.2,2.0,9.0,82.7,4.8,25.3,231.7,9095,51.1,14.8,21.5,IA_Black Hawk,Iowa,Bernie Sanders,3647,0.529,6899,0.06613042455320386
IA,19015,26433,51826,2.4,0.5,1.2,94.6,0.9,20.3,46.0,2277,49.7,17.0,22.7,IA_Boone,Iowa,Bernie Sanders,715,0.55,1300,0.0636234774351262
IA,19017,24721,61216,1.4,0.9,1.0,95.8,0.6,28.3,55.7,1914,50.8,18.4,21.8,IA_Bremer,Iowa,Hillary Clinton,640,0.5329999999999999,1200,0.062073817977426025
IA,19019,21038,55553,1.4,0.4,0.5,96.6,1.0,17.1,36.7,1511,50.2,16.2,26.6,IA_Buchanan,Iowa,Hillary Clinton,525,0.525,1000,0.06475890389597337
IA,19033,43254,44795,4.3,1.1,1.4,91.6,2.1,21.0,77.7,3999,51.0,19.7,20.5,IA_Cerro Gordo,Iowa,Bernie Sanders,1108,0.504,2199,0.06394871539855404
IA,19045,48051,49559,2.9,0.6,3.2,91.5,1.5,17.7,70.7,4259,50.9,18.3,22.7,IA_Clinton,Iowa,Bernie Sanders,1234,0.514,2399,0.06458747757308204
IA,19049,77400,73847,6.3,3.6,1.8,87.0,6.6,43.6,112.4,3902,51.0,11.2,28.6,IA_Dallas,Iowa,Hillary Clinton,1667,0.575,2899,0.05245767557669063
IA,19057,40255,42451,2.9,0.9,5.9,88.0,1.5,18.9,96.9,3575,50.9,18.8,23.0,IA_Des Moines,Iowa,Bernie Sanders,1066,0.5329999999999999,1999,0.06449146431757288
IA,19061,96370,51475,2.2,1.4,3.0,91.9,1.9,27.1,154.0,7057,50.6,16.2,23.1,IA_Dubuque,Iowa,Hillary Clinton,2504,0.522,4798,0.06474288452354945
IA,19099,36872,50513,1.9,0.6,1.9,94.3,1.1,17.8,50.4,2818,49.0,18.0,22.5,IA_Jasper,Iowa,Hillary Clinton,927,0.515,1800,0.0629903624745414
IA,19103,142287,53424,5.5,6.0,5.9,80.6,9.3,51.1,213.1,6630,50.2,9.9,20.4,IA_Johnson,Iowa,Bernie Sanders,5473,0.595,9199,0.08121987717301357
IA,19111,35286,42469,3.4,0.6,3.1,91.0,2.0,15.8,69.3,3552,50.1,18.6,21.6,IA_Lee,Iowa,Hillary Clinton,929,0.547,1699,0.06141506083814244
IA,19113,217751,57260,2.9,2.2,4.5,88.1,2.9,31.2,294.6,16870,50.6,14.3,23.8,IA_Linn,Iowa,Bernie Sanders,6331,0.523,12099,0.07291793266577656
IA,19125,33365,54723,1.9,1.4,1.0,94.7,2.3,25.0,60.1,2484,50.1,16.4,24.1,IA_Marion,Iowa,Hillary Clinton,650,0.5,1300,0.05133463130974191
IA,19127,40866,51555,19.9,2.8,2.0,73.9,12.1,19.3,71.0,3538,49.5,17.5,24.9,IA_Marshall,Iowa,Bernie Sanders,960,0.534,1799,0.05861774343127742
IA,19139,42903,51425,17.2,1.1,2.2,78.5,6.0,16.2,97.7,2866,50.2,15.0,25.4,IA_Muscatine,Iowa,Bernie Sanders,972,0.54,1800,0.05624009119893189
IA,19153,459862,59018,8.0,4.2,6.7,79.2,8.5,34.9,750.5,26762,50.8,11.7,25.2,IA_Polk,Iowa,Hillary Clinton,12122,0.532,22800,0.06628354467744647
IA,19155,93128,51304,7.2,0.8,1.6,88.7,3.3,19.1,98.0,7373,50.9,15.7,23.7,IA_Pottawattamie,Iowa,Bernie Sanders,1573,0.508,3099,0.043613080400171894
IA,19163,171387,52735,6.3,2.5,7.5,81.3,3.4,31.6,360.7,12299,51.0,14.4,24.1,IA_Scott,Iowa,Bernie Sanders,4144,0.505,8198,0.063021431137982
IA,19169,94073,50516,3.1,7.0,2.8,85.5,8.3,47.7,156.3,4787,48.1,10.7,17.1,IA_Story,Iowa,Bernie Sanders,2737,0.595,4599,0.05897173225469218
IA,19179,35212,41425,10.0,0.9,2.2,85.4,6.8,16.2,82.5,2638,50.6,17.0,22.4,IA_Wapello,Iowa,Hillary Clinton,817,0.5479999999999999,1491,0.05456639079226739
IA,19181,47956,62535,2.5,0.6,0.7,94.9,1.2,26.7,81.1,3826,50.8,14.9,25.2,IA_Warren,Iowa,Hillary Clinton,1217,0.5529999999999999,2199,0.061302852035042814
IA,19187,36955,41624,4.3,0.9,4.2,88.8,2.2,19.2,53.1,3109,48.2,17.2,21.4,IA_Webster,Iowa,Hillary Clinton,866,0.542,1599,0.05504941537107747
IA,19191,20768,53122,2.1,1.2,0.8,95.2,2.1,26.5,30.5,1485,50.5,18.1,18.9,IA_Winneshiek,Iowa,Bernie Sanders,616,0.56,1100,0.06530961984576479
IA,19193,102271,45856,15.2,2.7,2.8,75.7,8.3,20.3,117.1,7107,50.5,13.8,26.0,IA_Woodbury,Iowa,Bernie Sanders,1920,0.5329999999999999,3600,0.04756837094449907
KY,21005,21888,52646,1.5,0.6,2.2,94.2,1.4,20.4,106.1,1504,51.1,14.2,23.9,KY_Anderson,Kentucky,Bernie Sanders,1649,0.524,2781,0.1669591603845356
KY,21007,8240,44588,1.3,0.3,3.1,93.2,1.0,13.1,33.4,739,50.7,19.5,21.9,KY_Ballard,Kentucky,Bernie Sanders,659,0.52,1064,0.16533446042539438
KY,21009,43148,38873,3.0,0.7,4.2,90.8,1.6,14.7,86.5,2483,51.5,16.8,23.7,KY_Barren,Kentucky,Bernie Sanders,2653,0.499,4632,0.1406965157929409
KY,21011,12206,30797,1.3,0.2,1.5,95.7,0.8,12.0,41.6,586,50.5,16.0,25.3,KY_Bath,Kentucky,Bernie Sanders,641,0.466,1269,0.1391770588827537
KY,21013,27778,26228,1.0,0.4,2.4,94.4,0.3,10.8,79.9,1668,51.3,17.3,21.6,KY_Bell,Kentucky,Bernie Sanders,578,0.456,1145,0.05257611000336488
KY,21015,126413,67225,4.0,2.7,3.2,88.5,4.5,30.4,482.3,8606,50.4,11.2,27.3,KY_Boone,Kentucky,Hillary Clinton,2932,0.518,5428,0.05906275353364305
KY,21017,19972,40933,6.9,0.4,6.3,85.0,5.2,15.8,69.0,1585,51.2,17.5,22.7,KY_Bourbon,Kentucky,Hillary Clinton,1109,0.465,2196,0.14224312485085847
KY,21019,48832,40379,1.6,0.5,3.1,93.3,1.2,16.3,309.9,4336,50.3,17.9,21.2,KY_Boyd,Kentucky,Bernie Sanders,2262,0.461,4455,0.11577558362328771
KY,21021,29706,41473,3.0,0.9,7.8,86.3,2.5,22.8,157.8,2087,50.0,17.6,20.3,KY_Boyle,Kentucky,Hillary Clinton,1648,0.499,3099,0.13089380065165598
KY,21025,13409,24045,0.8,0.7,0.5,97.2,0.7,9.8,28.2,566,50.0,15.4,21.1,KY_Breathitt,Kentucky,Bernie Sanders,1716,0.518,2839,0.26834406756863927
KY,21027,19888,38907,1.3,0.3,2.2,94.7,0.4,9.4,35.4,1707,50.0,17.6,22.9,KY_Breckinridge,Kentucky,Hillary Clinton,877,0.459,1752,0.11425852478157839
KY,21029,77955,54836,1.7,0.6,1.1,95.2,0.9,12.7,250.2,5928,50.5,13.6,23.1,KY_Bullitt,Kentucky,Bernie Sanders,3210,0.491,6117,0.10203946309927228
KY,21033,12725,37127,1.5,0.3,5.5,91.1,0.4,16.8,37.7,1002,51.6,19.3,22.3,KY_Caldwell,Kentucky,Bernie Sanders,866,0.521,1436,0.1452364517197523
KY,21035,38282,39677,2.6,2.3,4.1,89.4,4.2,27.7,96.6,2710,51.9,15.9,18.1,KY_Calloway,Kentucky,Bernie Sanders,2239,0.55,3699,0.11797929879534812
KY,21037,91833,54306,1.8,1.0,3.1,92.4,2.1,28.5,597.0,6145,50.9,13.8,22.0,KY_Campbell,Kentucky,Hillary Clinton,3169,0.481,6302,0.08798021603875708
KY,21043,27223,36406,1.2,0.2,0.7,96.8,0.4,10.4,67.7,1647,50.7,16.5,22.6,KY_Carter,Kentucky,Bernie Sanders,1051,0.514,1851,0.08784751380145665
KY,21047,74250,38904,7.6,1.6,21.1,66.8,3.2,15.1,103.1,6986,47.3,11.1,27.7,KY_Christian,Kentucky,Hillary Clinton,2437,0.502,4373,0.08146005933004549
KY,21049,35758,45853,2.8,0.5,5.1,90.3,1.1,19.4,141.1,2662,51.5,16.3,22.8,KY_Clark,Kentucky,Bernie Sanders,1888,0.475,3698,0.1339603848205858
KY,21059,98275,46555,2.8,0.9,5.0,89.5,1.9,18.8,210.9,7461,51.5,16.0,24.3,KY_Daviess,Kentucky,Bernie Sanders,5188,0.466,10254,0.13783337203484008
KY,21067,310797,48398,6.9,3.8,15.0,72.3,8.9,40.1,1042.8,17908,50.9,11.7,21.1,KY_Fayette,Kentucky,Hillary Clinton,20014,0.528,37062,0.15113847312045564
KY,21069,14545,32495,1.3,0.2,1.6,96.0,0.2,12.8,41.2,951,50.8,16.2,24.3,KY_Fleming,Kentucky,Bernie Sanders,806,0.523,1433,0.13014772629742433
KY,21071,38108,30476,0.7,0.2,1.0,97.3,0.5,12.8,100.3,2070,51.2,16.0,22.0,KY_Floyd,Kentucky,Bernie Sanders,4010,0.541,6337,0.21319300342077713
KY,21073,49880,46071,3.0,1.8,11.1,82.0,3.3,26.8,237.2,4043,51.8,16.3,20.9,KY_Franklin,Kentucky,Bernie Sanders,5398,0.466,10616,0.269065479020699
KY,21081,24875,46159,2.5,0.5,1.0,94.5,1.4,10.9,95.6,1732,50.1,12.6,27.3,KY_Grant,Kentucky,Bernie Sanders,715,0.4920000000000001,1309,0.0723839278925577
KY,21083,37618,38394,6.0,0.5,4.7,87.0,4.1,16.9,67.3,2616,50.9,17.2,24.4,KY_Graves,Kentucky,Bernie Sanders,2631,0.513,4262,0.14986352643857032
KY,21085,26194,32399,1.4,0.3,1.2,95.9,0.4,9.5,51.8,1881,49.7,16.2,23.8,KY_Grayson,Kentucky,Hillary Clinton,705,0.499,1335,0.06688434389314377
KY,21089,36308,44060,1.1,0.5,1.0,96.2,0.8,15.7,107.2,2765,51.5,19.1,21.9,KY_Greenup,Kentucky,Bernie Sanders,1655,0.477,3172,0.1118612886166539
KY,21091,8753,51189,1.4,0.3,1.3,95.9,0.9,11.5,45.6,858,48.8,16.1,25.5,KY_Hancock,Kentucky,Bernie Sanders,573,0.4970000000000001,1064,0.16316553404125295
KY,21093,108266,48687,5.7,2.2,12.8,76.2,4.5,20.8,169.3,14266,50.1,12.3,25.1,KY_Hardin,Kentucky,Hillary Clinton,4359,0.478,8567,0.10564643769017007
KY,21095,28163,25906,0.8,0.3,2.3,95.1,0.4,10.6,62.9,2176,51.3,16.3,22.7,KY_Harlan,Kentucky,Bernie Sanders,1092,0.628,1543,0.07087735741283221
KY,21097,18592,36048,2.1,0.3,2.3,93.7,1.9,14.2,61.5,1562,51.0,16.5,23.3,KY_Harrison,Kentucky,Bernie Sanders,1059,0.495,1945,0.13639489977043584
KY,21099,18597,33408,1.7,0.3,4.8,91.8,0.7,8.8,44.2,1202,50.6,16.2,24.4,KY_Hart,Kentucky,Bernie Sanders,1062,0.516,1879,0.1336478859735299
KY,21101,46467,41940,2.3,0.5,7.9,87.5,1.3,16.4,105.9,3102,51.5,15.7,23.4,KY_Henderson,Kentucky,Hillary Clinton,2887,0.434,5737,0.16118010923386994
KY,21103,15572,46016,3.2,0.3,2.9,91.7,1.5,12.8,53.9,969,50.6,16.0,23.9,KY_Henry,Kentucky,Bernie Sanders,958,0.498,1739,0.1467474387972887
KY,21107,46376,40891,1.8,0.6,6.7,88.9,1.2,14.2,86.6,3500,51.2,17.1,22.8,KY_Hopkins,Kentucky,Bernie Sanders,2696,0.522,4386,0.1225061917858174
KY,21111,760026,46959,4.8,2.5,21.5,69.3,6.5,30.4,1948.1,54711,51.8,14.5,22.7,KY_Jefferson,Kentucky,Hillary Clinton,64090,0.573,109138,0.18576677752315882
KY,21113,50815,49024,2.9,1.2,3.5,90.5,3.1,27.4,282.3,3237,51.4,13.4,24.8,KY_Jessamine,Kentucky,Bernie Sanders,2113,0.498,3988,0.10436271749211261
KY,21115,23262,34090,0.7,0.4,0.5,97.5,0.5,10.2,89.2,1374,50.8,16.1,22.6,KY_Johnson,Kentucky,Bernie Sanders,749,0.555,1193,0.06626015257719224
KY,21117,163929,54270,2.9,1.2,4.9,89.2,2.5,29.1,996.7,11814,50.6,12.7,24.5,KY_Kenton,Kentucky,Hillary Clinton,5146,0.49,10026,0.08100744955850091
KY,21119,15892,33889,0.8,0.1,0.9,97.5,0.1,13.0,46.5,755,50.3,15.8,20.4,KY_Knott,Kentucky,Bernie Sanders,1114,0.588,1697,0.13414985827703835
KY,21121,31798,24038,1.1,0.3,1.3,96.1,1.0,10.1,82.5,1564,51.5,16.9,23.8,KY_Knox,Kentucky,Hillary Clinton,520,0.479,1024,0.0422615265424673
KY,21125,60015,36570,1.4,0.6,0.8,96.0,1.2,12.6,135.6,4121,51.0,15.0,23.6,KY_Laurel,Kentucky,Hillary Clinton,845,0.491,1636,0.03568043416719991
KY,21127,15804,33525,0.7,0.2,0.4,97.7,0.6,10.8,38.2,790,50.1,15.9,23.1,KY_Lawrence,Kentucky,Bernie Sanders,659,0.524,1103,0.09075742211400449
KY,21133,23359,31200,0.7,0.2,0.6,97.8,0.4,11.5,72.6,1277,50.6,16.7,21.6,KY_Letcher,Kentucky,Bernie Sanders,1788,0.569,2626,0.14339183166738165
KY,21137,24445,33651,1.5,0.2,2.4,94.4,0.3,9.6,74.1,1636,51.0,16.7,23.7,KY_Lincoln,Kentucky,Hillary Clinton,779,0.477,1521,0.08154824790560133
KY,21139,9359,40313,1.5,0.5,0.6,96.1,0.8,11.3,30.4,563,50.9,19.9,20.5,KY_Livingston,Kentucky,Bernie Sanders,610,0.524,1010,0.13574529881101902
KY,21141,26867,36590,2.8,0.3,6.7,88.4,1.5,13.3,48.6,1880,51.1,17.2,24.2,KY_Logan,Kentucky,Bernie Sanders,1131,0.46,2208,0.10842032083576353
KY,21143,8430,40112,1.6,0.3,5.7,91.0,0.6,13.3,38.9,913,44.4,23.4,15.3,KY_Lyon,Kentucky,Bernie Sanders,561,0.457,1058,0.14817491362298868
KY,21145,65316,44898,2.4,1.0,10.9,83.6,2.0,22.5,263.6,5642,51.9,18.2,21.9,KY_McCracken,Kentucky,Bernie Sanders,3541,0.465,6875,0.13477274942446643
