st_abbrev,fips,population,income,hispanic,asian,black,white,foreign,college,density,vets,female,senior,children,st_cnty,state,winner,votes,fraction_votes,total_votes,voter_turnout
CA,06055,141667,70443,33.7,8.1,2.4,53.7,22.4,31.3,182.4,9410,50.3,16.8,21.8,CA_Napa,California,Hillary Clinton,7370,0.602,12151,0.10968230548649649
CA,06057,98893,57353,9.2,1.4,0.6,85.6,6.0,32.3,103.1,10085,50.8,23.4,17.8,CA_Nevada,California,Bernie Sanders,8472,0.598,14063,0.1729978108266786
CA,06059,3145515,75422,34.3,19.6,2.1,42.0,30.4,36.8,3807.7,131229,50.6,13.1,23.0,CA_Orange,California,Hillary Clinton,123723,0.546,224559,0.09271456818201947
CA,06061,371694,72725,13.5,7.1,1.7,74.2,10.6,35.1,247.6,29780,51.2,17.8,22.9,CA_Placer,California,Hillary Clinton,17299,0.569,30086,0.1049843400394968
CA,06063,18606,45794,8.4,1.1,1.2,84.0,5.1,22.6,7.8,2276,49.8,24.7,17.2,CA_Plumas,California,Bernie Sanders,1476,0.537,2685,0.17428537155693893
CA,06065,2329271,56529,47.4,6.8,7.0,37.4,21.9,20.5,303.8,135139,50.3,13.2,26.3,CA_Riverside,California,Hillary Clinton,73724,0.599,121712,0.07089994387730493
CA,06067,1482026,55064,22.5,15.8,10.9,46.6,19.9,28.0,1470.8,94398,51.1,12.8,24.4,CA_Sacramento,California,Hillary Clinton,68248,0.569,118815,0.10604584427850687
CA,06069,58267,66237,58.3,3.5,1.3,36.0,20.1,18.2,39.8,2715,49.8,11.4,26.8,CA_San Benito,California,Hillary Clinton,2022,0.5770000000000001,3461,0.08114613892087685
CA,06071,2112619,54090,51.7,7.3,9.5,30.6,21.1,18.7,101.5,104576,50.2,10.3,27.2,CA_San Bernardino,California,Hillary Clinton,71246,0.5720000000000001,123016,0.07998509053360875
CA,06073,3263431,62962,33.2,11.9,5.6,46.7,23.4,34.6,735.8,234211,49.8,12.7,22.3,CA_San Diego,California,Hillary Clinton,139813,0.551,251711,0.09926742160394411
CA,06075,852469,75604,15.3,34.9,5.8,41.2,35.6,52.4,17179.1,29478,49.1,14.4,13.4,CA_San Francisco,California,Hillary Clinton,85070,0.556,152261,0.20624916116161615
CA,06077,715597,53380,40.5,15.9,8.1,34.0,23.1,18.1,492.6,35277,50.2,11.8,27.8,CA_San Joaquin,California,Hillary Clinton,25118,0.598,41447,0.08022087456279894
CA,06079,279083,58697,22.0,3.8,2.2,69.5,10.4,31.5,81.7,21244,49.1,17.5,18.1,CA_San Luis Obispo,California,Hillary Clinton,16833,0.506,32980,0.14428904759021607
CA,06081,758581,88202,25.3,27.7,3.0,40.4,34.0,44.4,1602.2,32332,50.8,14.7,21.5,CA_San Mateo,California,Hillary Clinton,47358,0.609,77361,0.1299123555506759
CA,06083,440668,62779,44.4,5.7,2.4,45.9,23.4,31.3,155.0,26102,49.9,14.0,22.4,CA_Santa Barbara,California,Hillary Clinton,23543,0.502,46519,0.13603702775888787
CA,06085,1894605,91702,26.6,34.9,2.9,33.3,37.1,46.5,1381.0,66749,49.7,12.2,23.1,CA_Santa Clara,California,Hillary Clinton,109963,0.605,180431,0.12384148105106975
CA,06087,271804,66519,33.2,4.8,1.4,58.2,18.3,37.0,589.4,12471,50.4,13.5,20.1,CA_Santa Cruz,California,Bernie Sanders,25171,0.5529999999999999,45276,0.20848049436492086
CA,06089,179804,44651,9.4,3.0,1.1,80.9,5.2,18.8,46.9,17765,51.0,19.2,21.6,CA_Shasta,California,Bernie Sanders,6140,0.5,12015,0.08523311551489852
CA,06093,43628,37709,11.9,1.3,1.4,77.5,5.4,23.9,7.2,4744,50.3,22.7,20.3,CA_Siskiyou,California,Bernie Sanders,2301,0.58,3886,0.11175814134764787
CA,06095,431131,67177,25.6,15.6,14.8,39.6,20.1,24.3,503.0,34948,50.3,13.5,22.9,CA_Solano,California,Hillary Clinton,31753,0.568,55383,0.1666145204703506
CA,06097,500292,63356,26.1,4.3,1.9,64.6,16.6,32.2,307.1,33151,51.0,16.7,20.6,CA_Sonoma,California,Hillary Clinton,44923,0.509,87638,0.2206217865995478
CA,06099,531997,49297,44.1,5.9,3.3,44.3,20.5,16.4,344.2,25311,50.5,12.1,27.3,CA_Stanislaus,California,Hillary Clinton,15309,0.5489999999999999,27395,0.07083170740801588
CA,06101,95847,50408,29.9,16.5,2.5,47.8,22.7,18.7,157.3,6740,50.3,14.5,26.4,CA_Sutter,California,Hillary Clinton,2370,0.546,4264,0.0604450662083275
CA,06103,63067,41924,24.1,1.4,1.0,69.4,8.9,13.5,21.5,5608,50.2,17.8,24.0,CA_Tehama,California,Bernie Sanders,1544,0.496,3031,0.06323684168799598
CA,06105,13170,36890,7.3,0.9,0.5,82.6,3.4,21.3,4.3,1648,49.0,24.0,16.9,CA_Trinity,California,Bernie Sanders,953,0.608,1538,0.14053015870405244
CA,06107,458198,42708,62.9,4.0,2.2,30.3,22.8,13.3,91.7,18289,49.9,10.4,31.6,CA_Tulare,California,Hillary Clinton,8375,0.581,14130,0.045085082730265305
CA,06109,53831,48426,11.5,1.3,2.1,81.1,4.8,19.5,24.9,5375,47.8,23.5,16.8,CA_Tuolumne,California,Hillary Clinton,2851,0.513,5474,0.12222189673379508
CA,06111,846178,76544,42.0,7.5,2.2,46.6,22.8,31.4,446.7,47834,50.5,13.6,24.2,CA_Ventura,California,Hillary Clinton,45848,0.5379999999999999,84371,0.13154133983960448
CA,06113,207590,55918,31.5,13.8,3.0,48.3,21.7,37.9,197.9,10321,51.3,11.5,21.7,CA_Yolo,California,Hillary Clinton,12567,0.518,24099,0.14826233333868577
CA,06115,73966,44902,27.2,7.3,4.0,56.6,12.3,13.7,114.2,6420,49.2,11.4,27.8,CA_Yuba,California,Bernie Sanders,1730,0.511,3302,0.06183120896379508
CO,08001,480718,56270,38.8,4.1,3.7,51.9,14.9,20.9,378.2,27662,49.6,9.6,27.7,CO_Adams,Colorado,Bernie Sanders,3279,0.61,5339,0.015361415612309335
CO,08005,618821,60651,18.8,5.6,10.9,62.1,14.9,38.8,716.7,42954,50.7,11.9,24.5,CO_Arapahoe,Colorado,Bernie Sanders,6086,0.53,11406,0.024413012435279217
CO,08013,313333,67956,13.8,4.5,1.1,78.3,10.9,58.3,405.6,15432,49.8,12.2,20.3,CO_Boulder,Colorado,Bernie Sanders,11142,0.636,17496,0.07006067412151588
CO,08014,62138,77998,12.0,6.3,1.4,78.0,8.6,47.5,1691.9,3824,50.4,12.2,24.7,CO_Broomfield,Colorado,Bernie Sanders,1010,0.632,1573,0.033618356297897875
CO,08031,663862,50313,30.8,3.8,10.2,53.4,15.8,42.9,3922.6,34001,50.0,10.9,20.9,CO_Denver,Colorado,Bernie Sanders,14624,0.544,26721,0.050886011711700964
CO,08035,314638,101591,8.3,4.3,1.4,83.9,6.4,55.8,339.7,19635,50.3,9.9,28.3,CO_Douglas,Colorado,Bernie Sanders,2347,0.4970000000000001,4689,0.02078499403751262
CO,08041,663519,57125,16.3,3.0,7.0,70.3,7.2,35.2,292.6,81330,49.6,11.5,25.1,CO_El Paso,Colorado,Bernie Sanders,4954,0.611,8063,0.016224132280616334
CO,08045,57461,57022,28.1,0.8,1.2,68.8,15.0,26.6,19.1,3465,48.9,10.7,25.9,CO_Garfield,Colorado,Bernie Sanders,734,0.615,1173,0.027549049814952823
CO,08059,558503,68984,15.2,2.8,1.3,78.8,6.2,40.7,699.5,42215,50.3,14.7,20.9,CO_Jefferson,Colorado,Bernie Sanders,8281,0.598,13759,0.031144751990564226
CO,08067,53989,58080,12.6,0.8,0.6,79.2,3.5,41.4,30.3,3963,49.2,14.2,19.4,CO_La Plata,Colorado,Bernie Sanders,1466,0.6409999999999999,2285,0.05251046681827981
CO,08069,324122,58626,11.1,2.2,1.1,83.5,5.4,43.8,115.4,22809,50.2,13.9,20.5,CO_Larimer,Colorado,Bernie Sanders,6664,0.672,9895,0.03840079007442613
CO,08077,148255,49471,14.1,0.9,1.0,82.0,4.1,25.7,44.1,13870,50.3,16.9,22.4,CO_Mesa,Colorado,Bernie Sanders,1095,0.573,1886,0.016393459722329907
CO,08101,161875,41777,42.5,1.0,2.5,52.9,4.0,21.5,66.7,15351,50.7,17.1,23.2,CO_Pueblo,Colorado,Hillary Clinton,1260,0.517,2400,0.019305019305019305
CO,08123,277670,57180,28.8,1.5,1.4,66.7,8.5,25.9,63.4,16805,49.6,11.1,26.9,CO_Weld,Colorado,Bernie Sanders,1647,0.607,2690,0.013252748085408984
CT,09007,164943,76994,5.8,3.0,5.4,84.6,7.3,39.1,448.6,11973,51.2,17.7,19.4,CT_Middlesex,Connecticut,Bernie Sanders,9838,0.5359847453010079,18355,0.13806559146855588
DE,10001,171987,55149,6.9,2.3,25.2,63.3,5.3,21.4,276.9,18340,51.8,15.6,23.6,DE_Kent,Delaware,Hillary Clinton,7338,0.588,12318,0.09374567059844442
DE,10003,552778,64537,9.4,5.2,24.9,59.5,10.0,33.8,1263.2,36340,51.6,13.8,22.2,DE_New Castle,Delaware,Hillary Clinton,38580,0.595,64318,0.14955542940712607
DE,10005,210849,52710,9.3,1.2,12.8,75.0,6.8,22.2,210.6,20401,51.5,24.2,19.5,DE_Sussex,Delaware,Hillary Clinton,10032,0.614,15973,0.09410637956473457
FL,12001,256380,42149,9.1,5.9,20.5,62.6,10.7,40.5,282.7,17015,51.7,12.5,18.1,FL_Alachua,Florida,Hillary Clinton,17733,0.4920000000000001,35323,0.16822461240902617
FL,12003,27093,49236,2.4,0.7,13.5,81.9,1.0,10.0,46.3,1979,47.9,12.9,24.8,FL_Baker,Florida,Bernie Sanders,805,0.474,1459,0.07161110155641992
FL,12005,178985,47461,5.7,2.3,11.3,77.7,4.9,21.1,222.6,22243,50.2,16.1,21.6,FL_Bay,Florida,Hillary Clinton,5209,0.526,9340,0.06656013244753722
FL,12007,26702,40259,3.8,0.5,19.1,74.9,2.5,9.2,97.0,2741,45.6,17.6,20.2,FL_Bradford,Florida,Hillary Clinton,1056,0.487,1964,0.0921711063667708
FL,12009,556885,48039,9.3,2.4,10.7,75.8,8.7,26.3,535.0,68817,51.2,22.6,18.7,FL_Brevard,Florida,Hillary Clinton,31835,0.597,51918,0.11467318853584847
FL,12011,1869235,51251,27.5,3.7,28.9,39.8,31.5,29.9,1444.9,92575,51.4,15.3,21.5,FL_Broward,Florida,Hillary Clinton,132527,0.725,180857,0.12325420977167009
FL,12015,168474,44378,6.7,1.4,6.2,84.7,9.7,21.2,235.2,24867,51.3,37.7,13.0,FL_Charlotte,Florida,Hillary Clinton,8125,0.621,12759,0.08704914254650159
FL,12017,139377,39100,5.2,1.6,3.1,88.7,4.8,16.6,242.8,21097,51.6,35.2,15.0,FL_Citrus,Florida,Hillary Clinton,6863,0.563,11639,0.09824390808003178
FL,12019,199798,59482,9.2,3.2,10.9,74.8,6.6,24.0,315.8,26014,50.8,14.2,24.2,FL_Clay,Florida,Hillary Clinton,5345,0.5710000000000001,9043,0.059710703588989
FL,12021,348777,55843,26.7,1.4,7.2,64.3,22.9,31.7,160.9,30603,50.8,29.4,18.3,FL_Collier,Florida,Hillary Clinton,12712,0.6609999999999999,18839,0.06611316551833338
FL,12023,67857,38070,5.6,1.1,18.5,73.1,3.4,13.3,84.7,7694,48.2,17.3,21.8,FL_Columbia,Florida,Hillary Clinton,2299,0.529,3975,0.07490929756110026
FL,12027,35012,34963,30.5,0.8,13.2,55.2,17.6,10.6,54.7,2802,43.7,19.7,20.9,FL_DeSoto,Florida,Hillary Clinton,987,0.526,1713,0.06185345447029684
FL,12031,897698,48323,8.6,4.7,30.1,55.0,9.5,26.4,1133.9,85376,51.6,12.8,22.9,FL_Duval,Florida,Hillary Clinton,58632,0.672,85348,0.12331295722095395
FL,12033,310659,43918,5.5,3.1,22.8,65.5,5.6,23.7,453.4,34292,50.1,15.7,20.8,FL_Escambia,Florida,Hillary Clinton,16765,0.622,26083,0.10601038697762115
FL,12035,102408,47233,9.8,2.4,11.5,75.3,13.4,23.3,197.1,11345,52.0,28.4,18.1,FL_Flagler,Florida,Hillary Clinton,6152,0.6579999999999999,9129,0.10884423235020844
FL,12037,11815,38328,5.1,0.7,14.4,78.0,3.2,14.4,21.6,1235,42.2,20.1,16.6,FL_Franklin,Florida,Hillary Clinton,665,0.47,1312,0.13314781945074497
FL,12039,46281,35380,10.5,0.7,55.2,33.2,6.6,14.9,89.8,3285,49.5,15.5,22.2,FL_Gadsden,Florida,Hillary Clinton,7446,0.764,9390,0.26078539228538483
FL,12041,16997,38406,5.2,0.5,5.7,87.1,3.0,11.1,48.4,1815,48.0,19.4,20.4,FL_Gilchrist,Florida,Bernie Sanders,578,0.507,1006,0.0743554212788955
FL,12045,15944,40455,5.0,0.6,19.1,73.4,3.2,13.6,28.1,1384,39.8,18.1,15.5,FL_Gulf,Florida,Hillary Clinton,568,0.474,1088,0.0807560188470297
FL,12047,14048,37716,9.5,0.8,33.5,55.0,3.7,9.4,28.8,1311,42.9,15.9,19.3,FL_Hamilton,Florida,Hillary Clinton,758,0.547,1237,0.10911429885991876
FL,12051,38505,35425,50.9,1.3,13.2,33.9,24.9,9.9,34.0,1820,48.0,12.7,28.1,FL_Hendry,Florida,Hillary Clinton,1156,0.606,1803,0.06512529575932464
FL,12053,175855,41024,11.6,1.4,5.7,80.2,6.5,15.5,365.6,21514,52.1,27.5,18.7,FL_Hernando,Florida,Hillary Clinton,8882,0.596,14394,0.10067838303130694
FL,12055,98236,35560,18.4,1.5,10.6,68.7,10.9,14.9,97.2,12995,51.5,33.8,17.8,FL_Highlands,Florida,Hillary Clinton,3711,0.614,5765,0.07139319592749929
FL,12061,144755,44772,11.9,1.5,9.4,76.3,10.4,26.6,274.5,15463,52.0,30.0,17.5,FL_Indian River,Florida,Hillary Clinton,6897,0.624,10823,0.09062752843623971
FL,12063,48801,36809,4.8,0.6,27.0,65.7,2.8,14.2,54.2,5114,44.8,18.0,18.8,FL_Jackson,Florida,Hillary Clinton,2798,0.539,4638,0.11704314788833267
FL,12065,14050,44170,4.1,0.5,35.4,58.8,2.3,16.9,24.7,1753,47.7,20.1,17.5,FL_Jefferson,Florida,Hillary Clinton,1671,0.6459999999999999,2433,0.20989970883209316
FL,12069,315690,45035,13.8,2.2,10.6,72.4,8.5,20.5,316.6,34327,51.6,26.0,19.8,FL_Lake,Florida,Hillary Clinton,15914,0.635,24379,0.09628989075033283
FL,12071,679513,47439,19.6,1.7,9.1,69.2,15.1,24.7,788.7,63839,51.0,26.3,18.7,FL_Lee,Florida,Hillary Clinton,27940,0.627,43564,0.0788568516607606
FL,12073,283988,46369,6.1,3.3,31.6,57.5,6.5,44.2,413.1,17802,52.5,11.4,19.1,FL_Leon,Florida,Hillary Clinton,27333,0.565,47199,0.20543965950057638
FL,12075,39613,34348,8.1,0.7,9.5,80.0,3.2,11.1,36.5,4599,50.8,22.9,19.8,FL_Levy,Florida,Hillary Clinton,1570,0.5,2924,0.09203759591000536
FL,12079,18518,33833,5.0,0.4,38.9,54.5,4.1,9.7,27.6,1562,47.2,17.9,20.0,FL_Madison,Florida,Hillary Clinton,1542,0.624,2283,0.15410681499081974
FL,12081,351746,47876,15.7,2.0,9.3,72.1,12.7,26.6,434.5,33883,51.6,25.5,19.5,FL_Manatee,Florida,Hillary Clinton,18116,0.625,28281,0.09987797165748448
FL,12083,339167,39453,11.9,1.6,13.2,72.2,7.6,17.4,209.1,39952,52.0,27.9,18.8,FL_Marion,Florida,Hillary Clinton,18220,0.627,28112,0.10207564313501141
FL,12085,153392,49846,12.9,1.3,5.7,79.3,9.8,29.9,269.2,16999,50.4,29.3,16.8,FL_Martin,Florida,Hillary Clinton,6523,0.598,10624,0.08324574142869752
FL,12086,2662874,43100,66.2,1.7,18.9,14.8,51.3,26.3,1315.5,60168,51.4,15.2,20.6,FL_Miami-Dade,Florida,Hillary Clinton,129467,0.747,171476,0.08110212331352244
FL,12087,77136,53607,22.4,1.3,6.6,68.6,17.4,28.0,74.3,7691,47.5,20.5,15.3,FL_Monroe,Florida,Hillary Clinton,4830,0.5529999999999999,8569,0.13115643949495848
FL,12089,76619,55315,3.8,1.0,6.5,87.2,2.6,22.8,113.0,9109,50.8,20.0,20.4,FL_Nassau,Florida,Hillary Clinton,2910,0.562,4970,0.08149047355048779
FL,12091,196512,54684,8.5,3.2,10.1,74.7,6.6,27.4,194.4,30257,49.2,15.1,22.2,FL_Okaloosa,Florida,Hillary Clinton,4559,0.52,8341,0.05455687027518273
FL,12093,39149,34570,25.3,1.0,8.8,63.6,12.1,10.2,52.0,3063,46.2,17.9,22.7,FL_Okeechobee,Florida,Hillary Clinton,1150,0.552,1934,0.06390815835886492
FL,12095,1253001,47581,29.2,5.6,22.2,43.3,19.0,30.1,1268.5,66314,50.9,10.8,22.7,FL_Orange,Florida,Hillary Clinton,66654,0.638,103293,0.106644872552718
FL,12097,310211,43891,49.7,3.0,13.4,36.1,19.9,17.6,202.4,16395,51.0,12.7,25.1,FL_Osceola,Florida,Hillary Clinton,16512,0.682,23785,0.1023679825419142
FL,12099,1397710,52432,20.7,2.7,18.8,57.3,22.6,32.4,670.2,99057,51.6,22.7,19.5,FL_Palm Beach,Florida,Hillary Clinton,103369,0.715,142683,0.12681168678260815
FL,12101,485331,43888,13.4,2.4,5.6,77.4,9.0,20.4,622.2,50239,51.4,22.5,20.5,FL_Pasco,Florida,Hillary Clinton,21760,0.583,36253,0.0939590874303006
FL,12103,938098,45535,8.8,3.4,10.9,75.4,11.4,27.5,3347.5,94997,52.1,23.0,17.1,FL_Pinellas,Florida,Hillary Clinton,63699,0.603,103441,0.13301173847333592
FL,12105,634638,43113,19.6,1.9,15.7,62.1,10.2,18.1,334.9,51949,51.0,19.5,22.8,FL_Polk,Florida,Hillary Clinton,29328,0.63,44801,0.0914417091628442
FL,12107,72143,32497,9.6,0.7,16.6,71.7,4.8,11.4,102.2,8293,50.7,21.1,21.6,FL_Putnam,Florida,Hillary Clinton,3182,0.494,5929,0.10482652509598991
FL,12109,217919,64876,6.1,2.6,5.7,84.0,6.4,41.4,316.4,19172,51.3,18.2,22.0,FL_St. Johns,Florida,Hillary Clinton,9734,0.57,16687,0.09817220959893237
FL,12111,291028,43413,17.6,1.9,20.2,59.5,14.9,19.5,485.7,26490,51.2,22.6,20.8,FL_St. Lucie,Florida,Hillary Clinton,17554,0.669,25645,0.11126094569955643
FL,12113,163422,57703,5.2,2.2,6.6,82.8,4.4,25.9,149.6,20921,48.9,14.5,22.6,FL_Santa Rosa,Florida,Hillary Clinton,3938,0.4920000000000001,7540,0.05961010186623259
FL,12115,396962,49052,8.7,1.6,5.0,83.7,12.0,30.8,682.6,47357,52.2,33.9,15.0,FL_Sarasota,Florida,Hillary Clinton,25881,0.611,41657,0.12345825367193244
FL,12117,442516,58175,19.2,4.1,12.2,63.6,11.8,35.0,1367.0,30528,51.6,14.3,21.4,FL_Seminole,Florida,Hillary Clinton,22069,0.583,37169,0.10686348984273296
FL,12119,114350,48493,5.6,0.8,8.3,84.6,5.8,25.2,170.8,18121,49.3,52.9,7.4,FL_Sumter,Florida,Hillary Clinton,7022,0.6809999999999999,10044,0.0948548514894497
FL,12121,44022,35698,9.1,0.7,13.6,75.3,5.9,9.8,60.3,4324,47.8,19.6,21.4,FL_Suwannee,Florida,Bernie Sanders,1550,0.443,3025,0.08742448114365209
FL,12123,22582,36356,4.0,0.8,20.7,72.3,2.4,11.6,21.6,2310,43.6,18.0,19.0,FL_Taylor,Florida,Hillary Clinton,983,0.459,1890,0.10332713370531102
FL,12127,507531,42457,12.2,1.9,11.1,73.8,7.0,20.8,449.2,54343,51.2,23.2,18.0,FL_Volusia,Florida,Hillary Clinton,26276,0.602,42446,0.10199064615589264
FL,12129,31432,52691,3.8,0.6,15.2,78.2,2.8,17.2,50.8,3447,44.7,13.2,20.8,FL_Wakulla,Florida,Hillary Clinton,1659,0.489,3083,0.1238443868566037
FL,12131,61530,43640,6.1,1.1,5.9,84.2,5.0,24.1,53.0,6636,49.1,18.7,20.2,FL_Walton,Florida,Hillary Clinton,1515,0.5,2876,0.0585732167245678
FL,12133,24451,38501,3.5,0.7,15.6,77.2,2.8,11.4,42.7,2088,45.2,17.3,19.8,FL_Washington,Florida,Hillary Clinton,858,0.471,1639,0.08358107634680016
GA,13009,45909,32751,2.1,1.7,41.8,53.3,2.6,19.0,177.3,3079,49.6,14.2,19.3,GA_Baldwin,Georgia,Hillary Clinton,3034,0.794,3796,0.10246011430996661
GA,13013,73240,53274,9.6,3.8,11.7,73.4,7.3,17.1,432.7,4968,50.7,11.2,27.4,GA_Barrow,Georgia,Hillary Clinton,1457,0.617,2336,0.0439326987164731
GA,13015,101736,47197,8.0,1.0,10.9,78.7,4.6,15.9,217.9,6556,50.7,12.8,25.2,GA_Bartow,Georgia,Hillary Clinton,2216,0.59,3706,0.04870002216074403
GA,13021,153905,37550,3.2,1.9,53.8,40.3,3.8,22.5,622.8,11498,53.0,14.0,25.2,GA_Bibb,Georgia,Hillary Clinton,12944,0.828,15576,0.13530118847188008
GA,13029,33906,64707,6.3,2.0,15.4,74.0,3.5,30.6,69.3,3253,50.2,10.2,29.1,GA_Bryan,Georgia,Hillary Clinton,893,0.633,1394,0.05798824710514268
GA,13031,72087,35840,3.7,1.7,29.1,64.2,4.0,27.7,104.4,4028,50.6,10.3,20.4,GA_Bulloch,Georgia,Hillary Clinton,1910,0.607,3131,0.05456486031360905
GA,13033,22709,31494,3.0,0.5,48.4,47.0,1.7,9.9,28.2,1490,52.0,14.1,26.2,GA_Burke,Georgia,Hillary Clinton,1659,0.895,1843,0.10996917402350298
GA,13035,23368,49754,3.1,0.5,27.7,67.6,3.0,8.4,128.3,1534,47.1,14.3,22.0,GA_Butts,Georgia,Hillary Clinton,922,0.8170000000000001,1113,0.0610631237984884
GA,13039,52027,51990,6.2,1.7,19.5,70.0,2.1,19.5,82.4,6625,48.6,11.3,25.2,GA_Camden,Georgia,Hillary Clinton,1405,0.6659999999999999,2093,0.05378223503653852
GA,13047,65621,47087,2.8,1.4,2.8,91.4,2.3,17.5,394.3,4805,51.3,16.0,23.6,GA_Catoosa,Georgia,Hillary Clinton,1082,0.508,2108,0.042046940821763176
GA,13051,283379,45794,6.0,2.8,40.1,49.8,6.5,31.3,621.7,24730,51.8,13.6,22.2,GA_Chatham,Georgia,Hillary Clinton,19898,0.723,27394,0.12425337415675508
GA,13057,230985,67261,10.1,1.9,6.6,80.1,8.6,34.2,508.3,14589,50.7,11.9,26.0,GA_Cherokee,Georgia,Hillary Clinton,4837,0.518,9275,0.05426232778658261
GA,13059,120938,33060,10.8,4.4,27.7,56.0,10.4,39.5,979.1,5581,52.3,9.7,17.6,GA_Clarke,Georgia,Hillary Clinton,7089,0.507,13934,0.1398253168959077
GA,13063,267542,40606,13.1,5.3,68.3,13.5,15.2,18.0,1832.5,18030,52.6,8.3,28.3,GA_Clayton,Georgia,Hillary Clinton,25130,0.816,30681,0.15994047655724894
GA,13067,730981,63920,12.7,5.1,27.3,53.9,15.1,43.7,2026.4,44559,51.6,10.6,24.6,GA_Cobb,Georgia,Hillary Clinton,39277,0.635,61667,0.1118859069504421
GA,13069,42811,35693,10.9,0.9,28.0,59.4,6.1,12.9,73.7,2488,48.7,12.3,24.7,GA_Coffee,Georgia,Hillary Clinton,1094,0.77,1403,0.04352184745558344
GA,13071,46102,32484,18.3,1.0,23.2,57.1,10.9,13.1,83.6,2367,50.4,14.0,26.8,GA_Colquitt,Georgia,Hillary Clinton,1035,0.7609999999999999,1337,0.03961873090626084
GA,13073,139257,69306,6.2,4.2,16.9,70.5,6.8,34.1,427.6,13290,51.1,11.8,26.0,GA_Columbia,Georgia,Hillary Clinton,4805,0.669,7138,0.0692672249577827
GA,13077,135571,60813,6.7,1.9,18.0,71.9,5.8,26.9,288.8,10406,51.2,12.4,25.7,GA_Coweta,Georgia,Hillary Clinton,4536,0.665,6769,0.06719994240402041
GA,13087,27220,30619,5.6,0.7,41.6,51.6,3.0,14.7,46.6,1577,51.4,15.4,24.7,GA_Decatur,Georgia,Hillary Clinton,1316,0.79,1649,0.0804521322010513
GA,13089,722161,50856,8.9,5.9,54.8,29.9,16.3,39.7,2585.7,41447,52.5,10.4,23.7,GA_DeKalb,Georgia,Hillary Clinton,82348,0.715,114920,0.20856289596789648
GA,13095,92407,31671,2.6,1.0,68.4,27.3,2.4,17.8,287.7,7326,53.5,13.6,24.9,GA_Dougherty,Georgia,Hillary Clinton,8891,0.857,10326,0.14879464878763846
GA,13097,138776,52691,8.9,1.7,43.5,44.9,8.4,24.4,661.8,10690,52.1,10.3,26.9,GA_Douglas,Georgia,Hillary Clinton,9375,0.746,12514,0.12335717305499233
GA,13103,55423,63030,3.7,0.9,14.0,79.6,2.1,16.8,109.4,4583,50.1,10.8,26.9,GA_Effingham,Georgia,Hillary Clinton,1178,0.645,1798,0.044379487267838566
GA,13105,19438,35817,5.5,0.9,29.4,63.7,3.0,11.3,57.4,1546,52.1,19.1,22.0,GA_Elbert,Georgia,Hillary Clinton,805,0.75,1062,0.07004519300022953
GA,13113,109664,79977,7.1,4.5,22.0,65.0,9.2,42.6,548.3,11491,51.6,16.2,23.9,GA_Fayette,Georgia,Hillary Clinton,7257,0.711,10175,0.12192301070535559
GA,13115,96063,40821,10.3,1.4,14.8,72.3,6.5,18.1,188.9,7358,51.5,15.7,23.5,GA_Floyd,Georgia,Hillary Clinton,2555,0.645,3911,0.05321943204619463
GA,13117,204302,86569,9.7,9.1,3.5,76.4,13.8,43.8,783.5,10111,50.3,11.1,28.9,GA_Forsyth,Georgia,Hillary Clinton,3701,0.5379999999999999,6843,0.04710904726258021
GA,13121,996319,56857,7.6,6.7,44.3,40.5,12.9,48.2,1748.0,47038,51.4,10.4,23.2,GA_Fulton,Georgia,Hillary Clinton,82576,0.711,115896,0.1514637882043803
GA,13127,82175,46407,6.5,1.5,26.5,64.1,5.7,26.1,189.7,7954,52.7,17.7,23.1,GA_Glynn,Georgia,Hillary Clinton,2870,0.687,4147,0.06562479848304964
GA,13129,56047,40926,15.2,1.1,4.4,78.2,9.3,14.2,155.1,3094,50.4,13.3,25.6,GA_Gordon,Georgia,Hillary Clinton,776,0.575,1329,0.0318712923542856
GA,13131,25359,30571,10.9,0.6,29.1,58.7,5.6,11.3,55.0,1743,51.3,16.0,25.7,GA_Grady,Georgia,Hillary Clinton,887,0.759,1148,0.060928565131760405
GA,13133,16490,42565,6.3,0.5,36.6,56.0,3.9,21.4,41.3,1457,51.2,26.2,19.1,GA_Greene,Georgia,Hillary Clinton,1076,0.858,1245,0.09332546750812007
GA,13135,877922,60445,20.5,11.5,27.0,40.6,24.9,33.9,1871.2,39586,51.0,8.6,27.8,GA_Gwinnett,Georgia,Hillary Clinton,37465,0.662,56348,0.08889664609115604
GA,13137,43752,39306,13.6,2.5,4.0,78.7,8.6,17.1,155.5,3319,52.6,17.4,23.2,GA_Habersham,Georgia,Hillary Clinton,608,0.52,1161,0.03455199190894131
GA,13139,190761,50853,27.5,2.0,8.1,61.9,15.4,22.8,457.5,10555,50.1,13.6,26.5,GA_Hall,Georgia,Hillary Clinton,3482,0.603,5727,0.04084606777430333
GA,13141,8509,25000,1.7,0.7,72.6,24.3,1.9,9.9,20.0,564,46.0,20.0,16.3,GA_Hancock,Georgia,Hillary Clinton,1112,0.8740000000000001,1257,0.17649454867732292
GA,13145,32876,69223,3.3,0.9,17.1,77.2,2.6,27.3,69.0,3578,50.2,16.7,22.0,GA_Harris,Georgia,Hillary Clinton,1372,0.75,1820,0.07097375998702195
GA,13147,25377,35615,3.6,1.0,18.8,75.4,2.1,15.5,108.5,2148,50.4,20.6,21.4,GA_Hart,Georgia,Hillary Clinton,740,0.723,1016,0.050936709033374675
